Movies,Director,Actors,Year
Gunjan Saxena: The Kargil Girl,Sharan Sharma,Janhvi KapoorPankaj TripathiAngad BediVineet Kumar SinghManav Vij,2020
Khuda Haafiz,Faruk Kabir,Vidyut JammwalShivaleeka OberoiAnnu KapoorShiv PandittAahana Kumra,2020
Captain Vidyut,Atish Tipathi,Namit DasSuresh MenonTrisha KaleRaghuvir Yadav,2020
Class of '83,Atul Sabharwal,Bobby DeolBhupendra JadawatHitesh BhojrajAnup SoniJoy SenguptaSameer ParanjapeNinad MahajaniPrithvik Pratap,2020
Mee Raqsam,Baba Azmi,Naseeruddin ShahDanish HusainAditi SubediShradha KaulRakesh Chaturvedi,2020
Sadak 2,Mahesh Bhatt,Sanjay DuttPooja BhattAlia BhattAditya Roy Kapur,2020
Ram Singh Charlie,Nitin Kakkar,Kumud MishraDivya DuttaAkarsh KhuranaFarrukh SeyerSalima RazaRohit Rokhade,2020
Atkan Chatkan,Shiv Hare,Sachin ChaudharyYash RaneTamanna Dipak,2020
Cargo,Arati Kadav,Vikrant MasseyShweta Tripathi,2020
Dolly Kitty Aur Woh Chamakte Sitare,Alankrita Shrivastava,Konkona Sen SharmaBhumi PednekarAmol ParasharAamir BashirKubbra SaitKaran KundraVikrant MasseyMushtaq Khan,2020
London Confidential,Kanwal Sethi,Mouni RoyPurab KohliKulraj RandhawaSagar AryaParvesh RanaJas BinagDiljohn SinghKiren Jog,2020
Halahal,Randeep Jha,Sachin KhedekarBarun Sobti,2020
Khaali Peeli,Maqbool Khan,Ishaan KhatterAnanya PandayJaideep Ahlawat,2020
Serious Men,Sudhir Mishra,Nawazuddin SiddiquiAakshath DasShweta Basu PrasadNassarIndira Tiwari,2020
Bahut Hua Samman,Ashish R Shukla,Raghav JuyalAbhishek ChauhanSanjay MishraRam KapoorNidhi SinghNamit DasFlora Saini,2020
Ginny Weds Sunny,Puneet Khanna,Yami GautamVikrant Massey,2020
The Pickup Artist,Rohit Arora,Dev ChauhanPankaj Uniyal,2020
Comedy Couple,Nachiket Samant,Saqib SaleemShweta Basu Prasad,2020
Kasaai,Gajendra Shrotriya,Mita VasishtMayur MoreAmit Bimrot,2020
Taish,Bejoy Nambiar,Pulkit SamratKriti KharbandaJim SarbhHarshvardhan RaneZoa MoraniSanjeeda SheikhAbhimanyu SinghAnkur Rathee,2020
Kaali Khuhi,Terrie Samundra,Shabana AzmiSatyadeep MishraRiva AroraSanjeeda Sheikh,2020
Pepper Chicken,Ratan Sil Ram,Dipannita SharmaBoloram DasBaharul IslamRavi SarmaMonuj Borkotoky,2020
Laxmii,Raghava Lawrence,Akshay KumarKiara Advani,2020
Ludo,Anurag Basu,Abhishek BachchanRajkummar RaoAditya Roy KapurFatima Sana ShaikhSanya MalhotraPankaj TripathiRohit Suresh SarafPearle MaaneyAsha NegiInayat VermaShalini Vats,2020
Chhalaang,Hansal Mehta,Rajkummar RaoNushrratt Bharuccha,2020
Namumkin Tere Bin Jeena,Hidayat Khan,Anmol ChopraChristeenaBiju Rehana Khan,2020
Sir,Rohena Gera,Tillotama ShomeVivek Gomber,2020
Suraj Pe Mangal Bhari,Abhishek Sharma,Manoj BajpayeeDiljit DosanjhFatima Sana Shaikh,2020
Anwar Ka Ajab Kissa,Buddhadeb Dasgupta,Nawazuddin SiddiquiAnanya ChatterjeePankaj TripathiNiharika Singh,2020
It's My Life,Anees Bazmee,Nana PatekarHarman BawejaGenelia D'Souza,2020
Darbaan,Bipin Nadkarni,Sharib HashmiSharad KelkarFlora SainiRasika Dugal,2020
Durgamati,G. Ashok,Bhumi PednekarArshad WarsiJisshu SenguptaMahie GillKaran Kapadia,2020
Indoo Ki Jawani,Abir Sengupta,Kiara AdvaniAditya Seal,2020
Nirvana Inn,Vijay Jayapal,Adil HussainRajshri DeshpandeSandhya Mridul,2020
Torbaaz,Girish Malik,Sanjay DuttNargis FakhriRahul DevGavie ChahalRahul MittraPransh Chopra,2020
Eeb Allay Ooo!,Prateek Vats,Shardul BharadwajMahender NathNutan SinhaShashi BhushanNaina Sareen,2020
Sayonee,Nitin Kumar GuptaAbhay Singhal,Tanmay SsinghMusskan SethiRahul RoyYograj SinghUpasana Singh,2020
Omprakash Zindabad,Ranjeet Gupta,Kulbhushan KharbandaJagdeepShweta BhardwajSeema AzmiAbhay JoshiIshtiyak KhanZakir HussainOm Puri,2020
Unpaused,Raj & D.KNitya MehraNikkhil AdvaniTannishtha ChatterjeeAvinash Arun,Gulshan DevaiahSumeet VyasSaiyami KherRicha ChaddaAbhishek BanerjeeRatna Pathak ShahIshwak Singh,2020
AK vs AK,Vikramaditya Motwane,Anil KapoorAnurag Kashyap,2020
Coolie No. 1,David Dhawan,Varun DhawanSara Ali KhanRajat Rawail,2020
Shakeela,Indrajit Lankesh,Richa ChaddaPankaj TripathiRajeev Pillai,2020
Sooryavanshi,,,2021
83,,,2021
Antim: The Final Truth,,,2021
Bell Bottom,,,2021
Chandigarh Kare Aashiqui,,,2021
Tadap,,,2021
Roohi,,,2021
Mumbai Saga,,,2021
Bunty Aur Babli 2,,,2021
Radhe,,,2021
Nail Polish,Bugs Bhargava Krishna,Arjun RampalManav KaulMadhooAnand TiwariSamreen Kaur,2021
Ramprasad Ki Tehrvi,Seema Pahwa,Naseeruddin ShahVinay PathakVikrant MasseyKonkona Sen SharmaVineet KumarManoj PahwaParambrata ChattopadhyaySupriya PathakDeepika AminNinad Kamat,2021
Kaagaz,Satish Kaushik,Pankaj TripathiMonal GajjarAmar UpadhyayTina AhujaLankesh Bhardwaj,2021
12 'O' Clock,Ram Gopal Varma,Mithun ChakrabortyMakarand DeshpandeFlora SainiManav KaulKrishna Gautam,2021
The Power,Mahesh Manjrekar,Vidyut JammwalShruti HaasanMahesh ManjrekarZakir HussainSachin KhedekarJisshu SenguptaPrateik BabbarYuvika Chaudhary,2021
Tribhanga,Renuka Shahane,KajolTanvi AzmiMithila PalkarKunaal Roy KapurVaibhav TatwawaadiManav GohilKanwaljit Singh,2021
Jamun,Gaurav Mehra,Raghubir YadavShweta Basu PrasadSunny HindujaSaurabh GoyalKrishna Singh BishtBijou ThaangjamSusheel Parashar,2021
Madam Chief Minister,Subhash Kapoor,Richa ChaddaManav KaulAkshay OberoiSaurabh Shukla,2021
Machaan,Nitesh Tiwari,Pawan WavalRicha KalraPrateek GoyalShubham SrivastavMahmood HashmiPrem Sagar SinghMishti Singh,2021
Maassab,Aditya Om,Shiva SuryavanshiSheetal SinghKritika SinghChandrabhushan Singh,2021
Main Mulayam Singh Yadav,Suvendu Raj Ghosh,Amyth SethiSana Amin SheikhGovind Namdeo,2021
Satya Sai Baba,Vicky Ranawat,Anup JalotaJackie Shroff,2021
Lahore Confidential,Kunal Kohli,Richa ChadhaKarishma TannaArunoday Singh,2021
Sakshi,Ajay Ram,Vikram MastalMadhumita BishwasGehana Vasisth,2021
Bawri Chhori,Kartik Ramalingam,Aahana KumraRumana MollaVikram KoccherNiki WaliaSohaila Kapoor,2021
Tuesdays and Fridays,Taranveer Singh,Anmol DhillonJhataleka MalhotraZoa MoraniReem SheikhIbraheem ChoudhryNiki WaliaParmeet Sethi,2021
Tank Cleaner,Parvinder Singh Wraich,Vinamarjot Singh WraichMoney SabharwalMridula Mahajan,2021
The Girl on the Train,Ribhu Dasgupta,Parineeti ChopraAditi Rao HydariKirti KulhariAvinash Tiwary,2021
Bombay Rose,Gitanjali Rao,Cyli KhareAmit DeondiAnurag KashyapMakrand Deshpande,2021
Mera Fauji Calling,Aaryaan Saxena,Sharman JoshiVikram SinghBidita BagMugdha GodseZarina WahabShishir Sharma,2021
Time to Dance,Stanley D'Costa,Sooraj PancholiIsabelle KaifWaluscha De Sousa,2021
Ahaan,Nikhil Pherwani,Arif ZakariaAbuli MamajiNiharika SinghPlabita BorthakurRajit Kapur,2021
Sandeep Aur Pinky Faraar,Dibakar Banerjee,Arjun KapoorParineeti Chopra,2021
The Wife,Sarmad Khan,Gurmeet ChoudharySayani Datta,2021
Switchh,Mustufa Raj,Vikrant MasseyNaren KumarMadhu SnehaTanvi VyasVeer AryanNiten Mirani,2021
D Company,Ram Gopal Varma,Ashwat Kanth Sharma.Abhilash ChaudharyPranay DixitRudra KanthNaina GangulyIrra Mor,2021
Pagglait,Umesh Bist,Sanya MalhotraShruti SharmaSayani GuptaAshutosh RanaRaghubir YadavRajesh TailangSheeba ChaddhaMeghna Malik,2021
Raag,Arvind Tripathi,Rajpal YadavHeena PanchalMilind GunajiMohan JoshiYashpal SharmaRakesh BediSudha ChandranMushtaq KhanBharti Soni,2021
Saina,Amole Gupte,Parineeti ChopraManav KaulParesh Rawal,2021
Silence... Can You Hear It?,Aban Bharucha Deohans,Manoj BajpayeePrachi DesaiArjun MathurSahil VaidVaquarBarkha SinghShirish SharmaSohaila KapoorAmit ThakkarGarima Yagnik,2021
Flight,Suraj Joshi,Mohit ChaddaPavan MalhotraZakir HussainVivek VaswaniShibani BediPritam Singh,2021
Koi Jaane Na,Amin Hajee,Kunal KapoorAmyra Dastur,2021
The Big Bull,Kookie Gulati,Abhishek BachchanIleana D'CruzSohum ShahNikita Dutta,2021
Hello Charlie,Pankaj Saraswat,Aadar JainJackie ShroffElnaaz NorouziShlokka Pandit,2021
99 Songs,Vishwesh Krishnamoorthy,Ehan BhatEdilsy VargasTenzin DalhaAditya SealLisa RayManisha Koirala,2021
Aa Bhi Ja O Piya,Rajesh Harivansh Mishra,Dev SharmaSmriti KashyapMukul NagRakesh ShrivastavSanjeeb Dasgupta,2021
Ajeeb Daastaans,Shashank KhaitanRaj MehtaNeeraj GhaywanKayoze Irani,Fatima Sana ShaikhJaideep AhlawatNushrratt BharucchaAbhishek BanerjeeInayat VermaKonkona Sen SharmaAditi Rao HydariShefali ShahManav KaulTota Roy Chowdhury,2021
Bansuri: The Flute,Hari Viswanath,Anurag KashyapRituparna SenguptaUpendra Limaye,2021
Raat Baaki Hai,Avinash Das,Paoli DamAnup SoniRahul DevDipannita Sharma,2021
B.A. Pass 3,Narendra Singh,Sunny SachdevaAnkita ChouhanArmaan SandhuAnkita SahuArjun FauzdarNamish AnandAmanda BhogalYash Gulati,2021
Meel Patthar,Ivan Ayr,Suvinder VickyLakshvir Saran,2021
Hum Bhi Akele Tum Bhi Akele,Harish Vyas,Zareen KhanAnshuman JhaGurfateh PirzadaJahnvi RawatDenzil Smith,2021
Sardar Ka Grandson,Kaashvie Nair,Arjun KapoorRakul Preet SinghNeena GuptaJohn AbrahamAditi Rao HydariSoni RazdanKanwaljit SinghKumud Mishra,2021
Shaadisthan,Raj Singh Chaudhary,Kirti KulhariMedha ShankrNivedita Bhattacharya,2021
Skater Girl,Manjari Makijany,Rachel Sanchita GuptaShraddha GaikwadAmrit MagheraWaheeda Rehman,2021
Sherni,Amit V. Masurkar,Vidya BalanSharat SaxenaMukul ChaddhaVijay RaazIla ArunBrijendra KalaNeeraj Kabi,2021
Haseen Dillruba,Vinil Mathew,Taapsee PannuVikrant MasseyHarshvardhan Rane,2021
Collar Bomb,Dnyanesh Zoting,Jimmy SheirgillAsha NegiRajshri Deshpande,2021
State of Siege: Temple Attack,Ken Ghosh,Akshaye KhannaAbhimanyu SinghGautam RodeVivek DahiyaAkshay OberoiParvin DabasSamir SoniMir SarwarManjari Fadnis,2021
Toofaan,Rakeysh Omprakash Mehra,Farhan AkhtarParesh RawalMrunal Thakur,2021
14 Phere,Devanshu Singh,Vikrant MasseyKriti Kharbanda,2021
Hungama 2,Priyadarshan,Paresh RawalShilpa ShettyMeezaan JafriPranitha SubhashRajpal YadavTiku TalsaniaAshutosh RanaManoj JoshiJohny Lever,2021
Mimi,Laxman Utekar,Kriti SanonPankaj TripathiSai TamhankarManoj PahwaSupriya Pathak,2021
Dial 100,Rensil D'Silva,Manoj BajpayeeNeena GuptaSakshi Tanwar,2021
Oye Mamu,Vikram Singh,Ruslaan MumtazKulraj Randhawa,2021
Shershaah,Vishnuvardhan,Sidharth MalhotraKiara AdvaniShiv PandittRaj ArjunPranay PachauriHimmanshoo A. MalhotraNikitin DheerAnkita GorayaAnil CharanjeettSahil VaidShataf FigarPawan Chopra,2021
Bhuj: The Pride of India,Abhishek Dudhaiya,Ajay DevgnSanjay DuttSharad KelkarSonakshi SinhaAmmy VirkPranitha SubhashNora FatehiIhana Dhillon,2021
200 – Halla Ho,Sarthak Dasgupta,Amol PalekarBarun SobtiRinku RajguruSahil KhattarSaloni BatraIndraneil SenguptaUpendra Limaye,2021
Chehre,Rumi Jafry,Amitabh BachchanEmraan HashmiKrystle D'SouzaRhea ChakrabortySiddhanth KapoorAnnu KapoorDhritiman ChatterjeeRaghubir Yadav,2021
Helmet,Satramm Ramani,Aparshakti KhuranaPranutan BahlAbhishek BanerjeeAshish VermaDino MoreaSharib Hashmi,2021
Faactory,Faisal Khan,Faisal KhanRoaleey RyanRajkumar KanojiaRibbhu MehraSharad SinghAsha Singh,2021
Bhoot Police,Pavan Kirpalani,Saif Ali KhanArjun KapoorJacqueline FernandezYami GautamJaved Jaffrey,2021
Kya Meri Sonam Gupta Bewafa Hai?,Ssaurabh Tyagi,Jassie GillSurbhi JyotiSurekha SikriVijay RaazBrijendra KalaAtul Shrivastava,2021
Thalaivii[b],A. L. Vijay,Kangana RanautArvind Swami,2021
Urf Ghanta,Aayush Saxena,Jitu ShivhareRavi Kishan,2021
Ankahi Kahaniya,Ashwiny Iyer TiwariAbhishek ChaubeySaket Chaudhary,Abhishek BanerjeeRinku RajguruDelzad HiwaleKunal KapoorZoya HussainNikhil DwivediPalomi Ghosh,2021
Haathi Mere Saathi[c],Prabhu Solomon,Rana DaggubatiPulkit SamratShriya Pilgaonkar,2021
Shiddat,Kunal Deshmukh,Sunny KaushalRadhika MadanMohit RainaDiana Penty,2021
Sumeru,Avinash Dhyani,Avinash DhyaniSanskriti BhattShagufta Ali,2021
Rashmi Rocket,Akarsh Khurana,Taapsee PannuPriyanshu PainyuliAbhishek BanerjeeShweta TripathiSupriya Pathak,2021
Sanak,Kanishk Varma,Vidyut JammwalRukmini MaitraNeha DhupiaChandan Roy SanyalChandan RoyAmole Gupte,2021
Sardar Udham,Shoojit Sircar,Vicky KaushalBanita Sandhu,2021
Bhavai,Hardik Gajjar,Pratik GandhiAindrita Ray,2021
Babloo Bachelor,Agnidev Chatterjee,Sharman JoshiPooja ChopraTejashri Pradhan,2021
Aafat-E-Ishq,Indrajit Nattoji,Neha SharmaDeepak DobriyalNamit DasIla ArunAmit Sial,2021
Bekhudi,Amit Kasaria,Adhyayan SumanAngelGulki Joshi,2021
Dybbuk,Jay K,Emraan HashmiNikita DuttaManav Kaul,2021
Hum Do Hamare Do,Abhishek Jain,Rajkummar RaoKriti SanonParesh RawalRatna Pathak Shah,2021
Meenakshi Sundareshwar,Vivek Soni,Abhimanyu DassaniSanya Malhotra,2021
Squad,Nilesh Sahay,Rinzing DenzongpaMalvika RaajPooja BatraMohan KapoorAmit Gaur,2021
Dhamaka,Ram Madhvani,Kartik Aaryan Mrunal ThakurAmruta SubhashVikas KumarVishwajeet Pradhan,2021
Cash,Rishab Seth,Amol ParasharSmiriti KalraSwanand KirkireGulshan GroverKavin Dave,2021
Ye Mard Bechara,Anuup Thapa,Veeraj RaoManukriti PahwaSeema PahwaManikk ChaudharyBrijendra KalaAtul SrivastavaSapna Sand,2021
Satyameva Jayate 2,Milap Zaveri,John AbrahamDivya Khosla Kumar,2021
Chhorii,Vishal Furia,Nushrratt Bharuccha,2021
Bob Biswas,Diya Annapurna Ghosh,Abhishek BachchanChitrangada Singh,2021
Velle,Deven Munjal,Karan DeolAbhay DeolMouni RoyAnya Singh,2021
Code Name Abdul,Eshwar Gunturu,Tanishaa Mukerji,2021
420 IPC,Manish Gupta,Vinay PathakRanvir ShoreyGul PanagRohan Mehra,2021
Atrangi Re,Aanand L. Rai,DhanushSara Ali KhanAkshay Kumar,2021
Murder at Teesri Manzil 302,Navneet Baj Saini,Irrfan KhanRanvir ShoreyDeepal ShawLucky Ali,2021
Waah Zindagi,Dinesh S Yadav,Naveen KasturiaPlabita BorthakurVijay RaazSanjay MishraDharmesh VyasManoj Joshi,2021
Brahmāstra: Part One – Shiva,,,2022
Drishyam 2,,,2022
The Kashmir Files,,,2022
Bhool Bhulaiyaa 2,,,2022
Gangubai Kathiawadi,,,2022
Radhe Shyam[a],,,2022
Jugjugg Jeeyo,,,2022
Vikram Vedha,,,2022
Laal Singh Chaddha,,,2022
Ram Setu,,,2022
36 Farmhouse,Ram Ramesh Sharm,Vijay RaazSanjay MishraAmol ParasharBarkha SinghAshwini Kalsekar,2022
Hai Tujhe Salaam India,Avanish Kumar,Aarya BabbarAjaz KhanSmita GondkarKanwalpreet SinghSalamn Bhatt,2022
Looop Lapeta,Aakash Bhatia,Taapsee PannuTahir Raj Bhasin,2022
Gehraiyaan,Shakun Batra,Deepika PadukoneSiddhant ChaturvediAnanya PandayDhairya Karwa,2022
Badhaai Do,Harshavardhan Kulkarni,Rajkummar RaoBhumi Pednekar,2022
A Thursday,Behzad Khambata,Yami GautamNeha DhupiaAtul KulkarniDimple Kapadia,2022
Love Hostel,Shanker Raman,Sanya MalhotraVikrant MasseyBobby Deol,2022
Jhund,Nagraj Manjule,Amitabh BachchanAkash ThosarRinku Rajguru,2022
Toolsidas Junior,Mridul,Sanjay DuttRajiv KapoorVarun Buddhadev,2022
Bachchhan Paandey,Farhad Samji,Akshay KumarKriti SanonJacqueline FernandezArshad Warsi,2022
Jalsa,Suresh Triveni,Vidya BalanShefali Shah,2022
Sharmaji Namkeen,Hitesh Bhatia,Rishi KapoorParesh RawalJuhi Chawla,2022
Attack: Part 1,Lakshya Raj Anand,John AbrahamJacqueline FernandezRakul Preet Singh,2022
Kaun Pravin Tambe?,Jayprad Desai,Shreyas Talpade,2022
Cobalt Blue,Sachin Kundalkar,Prateik BabbarNeelay MehendaleAnjali SivaramanNeil BhoopalamAnant V JoshiPoornima Indrajith,2022
Dasvi,Tushar Jalota,Abhishek BachchanYami GautamNimrat Kaur,2022
Hurdang,Nikhil Nagesh Bhat,Sunny KaushalNushrratt BharucchaVijay Varma,2022
Jersey,Gowtam Tinnanuri,Shahid KapoorMrunal ThakurPankaj Kapur,2022
Operation Romeo,Shashant Shah,Sidhant GuptaVedika PintoSharad KelkarBhumika ChawlaKishor Kadam,2022
Runway 34,Ajay Devgn,Amitabh BachchanAjay DevgnRakul Preet SinghBoman Irani,2022
Heropanti 2,Ahmed Khan,Tiger ShroffNawazuddin SiddiquiTara Sutaria,2022
Mere Desh Ki Dharti,Faraz Haider,DivyennduAnupriya GoenkaAnant VidhaatInaamulhaqBrijendra Kala,2022
Thar,Raj Singh Chaudhary,Anil KapoorHarshvardhan KapoorFatima Sana Shaikh,2022
Jayeshbhai Jordaar,Divyang Thakkar,Ranveer SinghShalini PandeyBoman IraniRatna Pathak Shah,2022
Dhaakad,Razy Ghai,Kangana RanautArjun RampalDivya Dutta,2022
Anek,Anubhav Sinha,Ayushmann Khurrana,2022
Love In Ukraine,Nitin Kumar Gupta,Vipin KaushikAnastasia,2022
Dehati Disco,Manoj Sharma,Ganesh AcharyaRavi KishanManoj JoshiRajesh SharmaRemo D'Souza,2022
Haemolymph,Sudarshan Gamare,Riyaz AnwarRuchira JadhavRohit KokateNeelam Kulkarni,2022
Samrat Prithviraj,Chandraprakash Dwivedi,Akshay KumarSanjay DuttSonu SoodManushi Chhillar,2022
Major[a],Sashi Kiran Tikka,Adivi SeshSobhita DhulipalaSaiee ManjrekarPrakash RajRevathi,2022
Janhit Mein Jaari,Jai Basantu Singh,Nushrratt Bharuccha,2022
Ardh,Palash Muchhal,Rajpal YadavRubina Dilaik,2022
Nikamma,Sabbir Khan,Abhimanyu DassaniShirley SetiaShilpa Shetty,2022
Sherdil,Srijit Mukherji,Pankaj TripathiNeeraj KabiSayani Gupta,2022
Forensic,Vishal Furia,Vikrant MasseyRadhika AptePrachi DesaiRohit Roy,2022
Rashtra Kavach Om,Kapil Verma,Aditya Roy KapurSanjana SanghiAshutosh Rana,2022
Rocketry: The Nambi Effect[c],R. Madhavan,R. MadhavanSimran,2022
Khuda Haafiz: Chapter 2 – Agni Pariksha,Faruk Kabir,Vidyut JammwalShivaleeka Oberoi,2022
HIT: The First Case,Shailesh Kolanu,Rajkummar RaoSanya Malhotra,2022
Ladki: Dragon Girl,Ram Gopal Varma,Pooja BhalekarAbhimanyu Singh,2022
Jaadugar,Sameer Saxena,Jitendra KumarJaaved JaaferiAarushi Sharma,2022
Judaa Hoke Bhi,Vikram Bhatt,Akshay OberoiAindrita RayMeherzan Mazda,2022
Shabaash Mithu,Srijit Mukherji,Taapsee Pannu,2022
RK/RKay,Rajat Kapoor,Rajat KapoorMallika SherawatKubbra SaitRanvir ShoreyManu Rishi,2022
Shamshera,Karan Malhotra,Ranbir KapoorSanjay DuttVaani Kapoor,2022
Ek Villain Returns,Mohit Suri,John AbrahamArjun KapoorDisha PataniTara Sutaria,2022
Good Luck Jerry,Sidharth Sengupta,Janhvi KapoorDeepak DobriyalMita VashishtNeeraj SoodSaurabh SachdevaSushant Singh,2022
Odd Couple,Prashant Johari,DivyennduSuchitra KrishnamoorthiVijay RaazPranati Rai Prakash,2022
Darlings,Jasmeet K Reen,Alia BhattShefali ShahVijay Varma,2022
Raksha Bandhan,Aanand L. Rai,Akshay KumarBhumi Pednekar,2022
Dobaaraa,Anurag Kashyap,Taapsee PannuPavail Gulati,2022
Liger[a],Puri Jagannadh,Vijay DeverakondaAnanya PandeyRonit RoyRamya KrishnaMike Tyson,2022
Holy Cow,Sai Kabir,Sanjay MishraTigmanshu DhuliaNawazuddin SiddiquiSadiya Siddiqui,2022
Cuttputlli,Ranjit M Tewari,Akshay KumarRakul Preet SinghChandrachur SinghSargun Mehta,2022
Jahaan Chaar Yaar,Kamal Pandey,Swara BhaskerMeher VijPooja ChopraShikha Talsania,2022
Jogi,Ali Abbas Zafar,Diljit DosanjhKumud MishraMohammed Zeeshan AyyubHiten TejwaniAmyra Dastur,2022
Matto Ki Saikil,M. Gani,Prakash Jha,2022
Middle Class Love,Rantnaa Sinha,Prit KamaniKavya ThaparEisha SinghManoj Pahwa,2022
Saroj Ka Rishta,Abhishek Saxena,Sanah KapurKumud MishraGaurav PandeyRandeep Rai,2022
Siya,Manish Mundra,Viineet Kumar SinghPooja PandeyRashmi Somvanshi,2022
Atithi Bhooto Bhava,Hardik Gajjar,Jackie ShroffPratik GandhiSharmin Segal,2022
Babli Bouncer,Madhur Bhandarkar,Tamannaah,2022
Chup: Revenge of the Artist,R Balki,Sunny DeolDulquer SalmaanPooja BhattShreya Dhanwanthary,2022
Dhokha: Round D Corner,Kookie Gulati,R. MadhavanAparshakti KhuranaDarshan KumarKhushalii Kumar,2022
Ishq Pashmina,Arvind Pandey,Bhavin BhanushaliMalti ChaharZarina Wahab,2022
Plan A Plan B,Shashanka Ghosh,Riteish DeshmukhTamannaahPoonam DhillonKusha Kapila,2022
Maja Ma,Anand Tiwari,Madhuri DixitGajraj RaoRitwik BhowmikBarkha Singh,2022
Goodbye,Vikas Bahl,Amitabh BachchanNeena GuptaRashmika Mandanna,2022
Nazar Andaaz,Vikrant Deshmukh,Kumud MishraDivya DuttaAbhishek Banerjee,2022
Doctor G,Anubhuti Kashyap,Ayushmann KhurranaRakul Preet SinghShefali Shah,2022
Code Name: Tiranga,Ribhu Dasgupta,Parineeti ChopraHarrdy SandhuSharad Kelkar,2022
Thank God,Indra Kumar,Ajay DevgnSidharth MalhotraRakul Preet Singh,2022
Tara Vs Bilal,Samar Iqbal,Harshvardhan RaneSonia Rathee,2022
Phone Bhoot,Gurmmeet Singh,Katrina KaifIshaan KhatterSiddhant Chaturvedi,2022
Double XL,Satramm Ramani,Sonakshi SinhaHuma QureshiZaheer IqbalMahat Raghavendra,2022
Mili,Mathukutty Xavier,Janhvi KapoorManoj PahwaSunny Kaushal,2022
Tadka,Prakash Raj,Nana PatekarShriya SaranAli FazalTaapsee Pannu,2022
Rocket Gang,Bosco Martis,Aditya SealNikita Dutta,2022
Uunchai,Sooraj Barjatya,Amitabh BachchanAnupam KherBoman IraniDanny DenzongpaParineeti ChopraNeena GuptaSarika,2022
"Monica, O My Darling",Vasan Bala,Rajkummar RaoHuma QureshiRadhika ApteSikandar Kher,2022
Thai Massage,Mangesh Hadawale,Gajraj RaoDivyennduSunny HindujaRajpal YadavVibha Chibber,2022
Mister Mummy,Shaad Ali,Riteish DeshmukhGenelia DeshmukhMahesh Manjrekar,2022
Bhediya,Amar Kaushik,Varun DhawanKriti Sanon,2022
Qala,Anvita Dutt,Tripti DimriSwastika MukherjeeBabil Khan,2022
An Action Hero,Anirudh Iyer,Ayushmann KhurranaJaideep Ahlawat,2022
Freddy,Shashanka Ghosh,Kartik AaryanAlaya F,2022
India Lockdown,Madhur Bhandarkar,Shweta Basu PrasadAahana KumraPrateik BabbarSai TamhankarPrakash Belawadi,2022
Salaam Venky,Revathi,KajolVishal Jethwa,2022
Vadh,Jaspal Singh Sandhu,Sanjay MishraNeena Gupta,2022
Maarrich,Dhruv Lather,Tusshar KapoorNaseeruddin ShahRahul DevSeerat KapoorAnita Hassanandani,2022
Josef – Born in Grace,Susant Mishra,Victor BanerjeeSubrat Dutta,2022
Blurr,Ajay Bahl,Taapsee PannuGulshan Devaiah,2022
Govinda Naam Mera,Shashank Khaitan,Vicky KaushalKiara AdvaniBhumi Pednekar,2022
Ajay Wardhan,Pragati Agarwal,Ruslaan MumtazArjumman Mughal,2022
Trahimam,Dushyant Pratap Singh,Arshi KhanPankaj Berry,2022
Cirkus,Rohit Shetty,Ranveer SinghPooja HegdeJacqueline FernandezVarun Sharma,2022
Dedh Lakh Ka Dulha,Abhay Pratap Singh,Akhilendra MishraIshtiyak KhanHarshita Panwar,2022
Jawan,,,2023
Pathaan,,,2023
Animal,,,2023
Gadar 2,,,2023
Dunki,,,2023
Tiger 3,,,2023
Rocky Aur Rani Kii Prem Kahaani,,,2023
Adipurush[β],,,2023
The Kerala Story,,,2023
Tu Jhoothi Main Makkaar,,,2023
Kuttey,Aasmaan Bhardwaj,Arjun KapoorTabuKonkona Sen SharmaRadhika MadanShardul Bhardwaj,2023
Lakadbaggha,Victor Mukherjee,Anshuman JhaRiddhi DograMilind Soman,2023
Mission Majnu,Shantanu Bagchi,Sidharth MalhotraRashmika MandannaKumud MishraSharib Hashmi,2023
Chhatriwali,Tejas Deoskar,Rakul Preet SinghSumeet VyasSatish KaushikRajesh TailangDolly Ahluwalia,2023
Gandhi Godse – Ek Yudh,Rajkumar Santoshi,Deepak AntaniChinmay Mandlekar,2023
Operation Fryday,Vishram Sawant,Randeep Hooda,2023
Almost Pyaar with DJ Mohabbat,Anurag Kashyap,Alaya F,2023
Faraaz,Hansal Mehta,Zahan KapoorAditya RawalAamir AliJuhi Babbar,2023
Shiv Shastri Balboa,Ajayan Venugopalan,Anupam KherNeena GuptaJugal HansrajNargis FakhriSharib Hashmi,2023
The Tenant[γ],Sushrut Jain,"Shamita Shetty, Rudhraksh Jaiswal",2023
Lost,Aniruddha Roy Chowdhury,Yami GautamRahul KhannaNeil BhoopalamPia BajpieeTushar Pandey,2023
Shehzada,Rohit Dhawan,Kartik AaryanKriti SanonParesh RawalManisha Koirala,2023
Selfiee,Raj Mehta,Akshay KumarEmraan HashmiDiana PentyNushrratt Bharuccha,2023
Rabia & Olivia,Shadab Khan,Sheeba ChadhaNayab KhanHelena Prinzen Klague,2023
Gulmohar,Rahul V. Chittella,Manoj BajpayeeSharmila TagoreSimranSuraj Sharma,2023
InCar,Harsh Warrdhan,Ritika SinghManish JhanjholiaSandeep GoyatSunil SoniGyan Prakash,2023
Mrs. Chatterjee vs Norway,Ashima Chibber,Rani Mukerji,2023
